chr	start	end	size	artal	enhid
chr18	67795068	67795268	201	1	56236
chr18	67817220	67817520	301	1	56237
chr18	68167322	68167722	401	1	56238
chr18	68294650	68294900	251	1	56239
chr18	69295735	69296135	401	1	56240
chr18	69546218	69546568	351	1	56241
chr18	69547308	69547458	151	1	56242
chr18	69548090	69548390	301	1	56243
chr18	69595894	69596294	401	1	56244
chr18	70012868	70013068	201	1	56245
chr18	70030294	70030644	351	1	56246
chr18	70158006	70158256	251	1	56247
chr18	70357896	70358246	351	1	56248
chr18	70487418	70487668	251	1	56249
chr18	70701358	70701658	301	1	56250
chr18	70868094	70868323	230	1	56251
chr18	70946958	70947258	301	1	56252
chr18	71152218	71152468	251	1	56253
chr18	71212790	71213140	351	1	56254
chr18	71328906	71329156	251	1	56255
chr18	71441158	71441358	201	1	56256
chr18	71516108	71516358	251	1	56257
chr18	71718690	71719040	351	1	56258
chr18	71884770	71885070	301	1	56259
chr18	71956370	71956720	351	1	56260
chr18	71959045	71959195	151	1	56261
chr18	72135737	72136037	301	1	56262
chr18	72170018	72170268	251	1	56263
chr18	72214420	72214570	151	1	56264
chr18	72237668	72237918	251	1	56265
chr18	72264720	72265020	301	1	56266
chr18	72595868	72596118	251	1	56267
chr18	72919746	72919946	201	1	56268
chr18	72929294	72929594	301	1	56269
chr18	73110199	73110499	301	1	56270
chr18	73187394	73187744	351	1	56271
chr18	74075900	74076200	301	1	56272
chr18	74113922	74114322	401	1	56273
chr18	74122799	74123049	251	1	56274
chr18	74159644	74159894	251	1	56275
chr18	74419544	74419994	451	1	56276
chr18	74452294	74452694	401	1	56277
chr18	74469294	74469694	401	1	56278
chr18	74505144	74505544	401	1	56279
chr18	74534772	74535072	301	1	56280
chr18	74555035	74555435	401	1	56281
chr18	74670835	74671185	351	1	56282
chr18	74783644	74784094	451	1	56283
chr18	74844245	74844545	301	1	56284
chr18	74846208	74846458	251	1	56285
chr18	74850289	74850489	201	1	56286
chr18	74920996	74921296	301	1	56287
chr18	75079258	75079645	388	1	56288
chr18	75116494	75116844	351	1	56289
chr18	75190794	75191194	401	1	56290
chr18	76005922	76006222	301	1	56291
chr18	76534150	76534550	401	1	56292
chr18	76861594	76861994	401	1	56293
chr18	77156122	77156272	151	1	56294
chr18	77156350	77156550	201	1	56295
chr18	77160120	77160470	351	1	56296
chr18	77164090	77164390	301	1	56297
chr18	77267922	77268222	301	1	56298
chr18	77300650	77301000	351	1	56299
chr18	77336358	77336658	301	1	56300
chr18	77438689	77438839	151	1	56301
chr18	77441250	77441450	201	1	56302
chr18	77441722	77442172	451	1	56303
chr18	77511135	77511535	401	1	56304
chr18	77725472	77725822	351	1	56305
chr18	77793590	77793790	201	1	56306
chr18	77876449	77876749	301	1	56307
chr18	78007337	78007637	301	1	56308
chr19	450964	451414	451	1	56309
chr19	532514	532814	301	1	56310
chr19	533864	534114	251	1	56311
chr19	571874	572024	151	1	56312
chr19	573493	573743	251	1	56313
chr19	665114	665414	301	1	56314
chr19	748161	748361	201	1	56315
chr19	750918	751218	301	1	56316
chr19	863914	864264	351	1	56317
chr19	869564	870014	451	1	56318
chr19	879735	879820	86	1	56319
chr19	891453	891703	251	1	56320
chr19	893064	893214	151	1	56321
chr19	908826	909026	201	1	56322
chr19	921861	922211	351	1	56323
chr19	1074734	1074984	251	1	56324
chr19	1076993	1077243	251	1	56325
chr19	1105126	1105426	301	1	56326
chr19	1164268	1164568	301	1	56327
chr19	1164934	1165134	201	1	56328
chr19	1166908	1167158	251	1	56329
chr19	1180524	1180874	351	1	56330
chr19	1204824	1205024	201	1	56331
chr19	1212468	1212768	301	1	56332
chr19	1243214	1243514	301	1	56333
chr19	1244714	1245264	551	1	56334
chr19	1256774	1257074	301	1	56335
chr19	1261311	1261511	201	1	56336
chr19	1273564	1273864	301	1	56337
chr19	1284564	1284964	401	1	56338
chr19	1413424	1413724	301	1	56339
chr19	1415706	1415848	143	1	56340
chr19	1455393	1455493	101	1	56341
chr19	1469518	1469818	301	1	56342
chr19	1484711	1485033	323	1	56343
chr19	1491514	1491914	401	1	56344
chr19	1507993	1508243	251	1	56345
chr19	1541725	1542075	351	1	56346
chr19	1592014	1592264	251	1	56347
chr19	1651561	1651770	210	1	56348
chr19	1651814	1652014	201	1	56349
chr19	1854693	1854993	301	1	56350
chr19	1862524	1862774	251	1	56351
chr19	1871268	1871618	351	1	56352
chr19	1884964	1885314	351	1	56353
chr19	1897624	1898024	401	1	56354
chr19	1905497	1905697	201	1	56355
chr19	2007168	2007518	351	1	56356
chr19	2044114	2044364	251	1	56357
chr19	2045524	2045724	201	1	56358
chr19	2048148	2048359	212	1	56359
chr19	2056377	2056627	251	1	56360
chr19	2084018	2084218	201	1	56361
chr19	2165524	2165724	201	1	56362
chr19	2273564	2274014	451	1	56363
chr19	2477310	2477460	151	1	56364
chr19	2479414	2479464	51	1	56365
chr19	2491009	2491159	151	1	56366
chr19	2499074	2499474	401	1	56367
chr19	2520284	2520484	201	1	56368
chr19	2523614	2524064	451	1	56369
chr19	2546724	2546974	251	1	56370
chr19	2572274	2572624	351	1	56371
chr19	2576181	2576481	301	1	56372
chr19	2599093	2599443	351	1	56373
chr19	2800664	2800864	201	1	56374
chr19	2944753	2944953	201	1	56375
chr19	2950543	2950743	201	1	56376
chr19	2961974	2962424	451	1	56377
chr19	3035114	3035514	401	1	56378
chr19	3061324	3061474	151	1	56379
chr19	3136175	3136425	251	1	56380
chr19	3136814	3136964	151	1	56381
chr19	3290093	3290393	301	1	56382
chr19	3338574	3338774	201	1	56383
chr19	3346766	3347216	451	1	56384
chr19	3358984	3359084	101	1	56385
chr19	3370374	3370524	151	1	56386
chr19	3379724	3379924	201	1	56387
chr19	3398598	3398713	116	1	56388
chr19	3408034	3408434	401	1	56389
chr19	3450975	3451425	451	1	56390
chr19	3670975	3671225	251	1	56391
chr19	3683675	3683925	251	1	56392
chr19	3700214	3700464	251	1	56393
chr19	3722818	3723218	401	1	56394
chr19	3763374	3763474	101	1	56395
chr19	3818675	3818825	151	1	56396
chr19	3968743	3969043	301	1	56397
chr19	3975324	3975524	201	1	56398
chr19	3976514	3976564	51	1	56399
chr19	3984176	3984326	151	1	56400
chr19	3984343	3984493	151	1	56401
chr19	3984616	3984716	101	1	56402
chr19	3985225	3985275	51	1	56403
chr19	3990064	3990514	451	1	56404
chr19	4066574	4066674	101	1	56405
chr19	4078284	4078584	301	1	56406
chr19	4268025	4268425	401	1	56407
chr19	4341141	4341355	215	1	56408
chr19	4369414	4369664	251	1	56409
chr19	4393314	4393514	201	1	56410
chr19	4404249	4404449	201	1	56411
chr19	4471314	4471564	251	1	56412
chr19	4670211	4670411	201	1	56413
chr19	4717214	4717614	401	1	56414
chr19	4791293	4791693	401	1	56415
chr19	4812859	4813209	351	1	56416
chr19	4867343	4867493	151	1	56417
chr19	4872684	4872934	251	1	56418
chr19	4915386	4915715	330	1	56419
chr19	4970914	4971114	201	1	56420
chr19	5038981	5039181	201	1	56421
chr19	5048228	5048441	214	1	56422
chr19	5060668	5061018	351	1	56423
chr19	5102959	5103134	176	1	56424
chr19	5132264	5132564	301	1	56425
chr19	5298418	5298768	351	1	56426
chr19	5325609	5325968	360	1	56427
chr19	5340264	5340664	401	1	56428
chr19	5622658	5622908	251	1	56429
chr19	5630224	5630574	351	1	56430
chr19	5687343	5687493	151	1	56431
chr19	5692124	5692374	251	1	56432
chr19	5719977	5720077	101	1	56433
chr19	5790866	5791216	351	1	56434
chr19	5827884	5828384	501	1	56435
chr19	5950274	5950624	351	1	56436
chr19	5954793	5955143	351	1	56437
chr19	5957524	5957724	201	1	56438
chr19	6022210	6022460	251	1	56439
chr19	6079196	6079446	251	1	56440
chr19	6110237	6110454	218	1	56441
chr19	6199643	6200043	401	1	56442
chr19	6218516	6218816	301	1	56443
chr19	6353793	6353893	101	1	56444
chr19	6516993	6517293	301	1	56445
chr19	6739360	6739460	101	1	56446
chr19	6863524	6863724	201	1	56447
chr19	7249218	7249618	401	1	56448
chr19	7257284	7257584	301	1	56449
chr19	7296293	7296543	251	1	56450
chr19	7480568	7480868	301	1	56451
chr19	7553553	7553853	301	1	56452
chr19	7559412	7559762	351	1	56453
chr19	7599014	7599164	151	1	56454
chr19	7635677	7635927	251	1	56455
chr19	7683353	7683503	151	1	56456
chr19	7683665	7683915	251	1	56457
chr19	7701693	7701893	201	1	56458
chr19	7938995	7939310	316	1	56459
chr19	7959926	7960126	201	1	56460
chr19	7967493	7967843	351	1	56461
chr19	7986184	7986334	151	1	56462
chr19	7986509	7986709	201	1	56463
chr19	7993574	7994074	501	1	56464
chr19	8180743	8181090	348	1	56465
chr19	8223264	8223564	301	1	56466
chr19	8429368	8429618	251	1	56467
chr19	8454184	8454434	251	1	56468
chr19	8459764	8459964	201	1	56469
chr19	8512837	8513137	301	1	56470
chr19	8548412	8548912	501	1	56471
chr19	9435014	9435149	136	1	56472
chr19	10024414	10024614	201	1	56473
chr19	10056025	10056625	601	1	56474
chr19	10196718	10197018	301	1	56475
chr19	10197024	10197274	251	1	56476
chr19	10381893	10382143	251	1	56477
chr19	10490859	10491105	247	1	56478
chr19	10527164	10527614	451	1	56479
chr19	10613235	10613395	161	1	56480
chr19	10654384	10654634	251	1	56481
chr19	10713216	10713466	251	1	56482
chr19	10714096	10714246	151	1	56483
chr19	10728624	10728874	251	1	56484
chr19	10755864	10756141	278	1	56485
chr19	10762125	10762425	301	1	56486
chr19	10765974	10766124	151	1	56487
chr19	10781024	10781274	251	1	56488
chr19	10828014	10828114	101	1	56489
chr19	10862974	10863224	251	1	56490
chr19	10875218	10875618	401	1	56491
chr19	10946561	10946861	301	1	56492
chr19	10973664	10973964	301	1	56493
chr19	11128874	11129174	301	1	56494
chr19	11202366	11202566	201	1	56495
chr19	11241693	11241993	301	1	56496
chr19	11263664	11263964	301	1	56497
chr19	11376764	11377214	451	1	56498
chr19	11435014	11435314	301	1	56499
chr19	11450074	11450274	201	1	56500
chr19	11484693	11484843	151	1	56501
chr19	11485974	11486224	251	1	56502
chr19	11593414	11593764	351	1	56503
chr19	11641368	11641718	351	1	56504
chr19	11665266	11665466	201	1	56505
chr19	11774114	11774364	251	1	56506
chr19	12034464	12034764	301	1	56507
chr19	12098514	12098664	151	1	56508
chr19	12273745	12273987	243	1	56509
chr19	12405314	12405714	401	1	56510
chr19	12606264	12606464	201	1	56511
chr19	12780343	12780443	101	1	56512
chr19	12792324	12792524	201	1	56513
chr19	12876949	12877242	294	1	56514
chr19	12894774	12894974	201	1	56515
chr19	13023624	13023924	301	1	56516
chr19	13050193	13050243	51	1	56517
chr19	13107018	13107318	301	1	56518
chr19	13107543	13107793	251	1	56519
chr19	13110827	13110927	101	1	56520
chr19	13122627	13122827	201	1	56521
chr19	13122860	13123060	201	1	56522
chr19	13126974	13127124	151	1	56523
chr19	13127777	13127927	151	1	56524
chr19	13128534	13128884	351	1	56525
chr19	13130011	13130430	420	1	56526
chr19	13130718	13130868	151	1	56527
chr19	13131610	13131810	201	1	56528
chr19	13137393	13137593	201	1	56529
chr19	13142627	13142777	151	1	56530
chr19	13142876	13142976	101	1	56531
chr19	13147303	13147503	201	1	56532
chr19	13203614	13203814	201	1	56533
chr19	13556174	13556674	501	1	56534
chr19	13858524	13858874	351	1	56535
chr19	13906264	13906464	201	1	56536
chr19	13944264	13944664	401	1	56537
chr19	13952016	13952216	201	1	56538
chr19	13991076	13991326	251	1	56539
chr19	14028624	14029074	451	1	56540
chr19	14184134	14184284	151	1	56541
chr19	14184377	14184477	101	1	56542
chr19	14185914	14186314	401	1	56543
chr19	14200614	14200764	151	1	56544
chr19	14202324	14202424	101	1	56545
chr19	14260814	14261064	251	1	56546
chr19	14543864	14544064	201	1	56547
chr19	14544674	14544824	151	1	56548
chr19	14545727	14545946	220	1	56549
chr19	14626864	14627064	201	1	56550
chr19	14661077	14661377	301	1	56551
chr19	15334364	15334714	351	1	56552
chr19	15359794	15360086	293	1	56553
chr19	15376677	15376977	301	1	56554
chr19	15413024	15413174	151	1	56555
chr19	15442024	15442374	351	1	56556
chr19	15443464	15443814	351	1	56557
chr19	15947414	15947764	351	1	56558
chr19	16022827	16022974	148	1	56559
chr19	16119418	16119718	301	1	56560
chr19	16177564	16177814	251	1	56561
chr19	16184774	16185074	301	1	56562
chr19	16187360	16187510	151	1	56563
chr19	16278093	16278343	251	1	56564
chr19	16293416	16293716	301	1	56565
chr19	16313674	16313924	251	1	56566
chr19	16581725	16582025	301	1	56567
chr19	16584818	16585168	351	1	56568
chr19	16695124	16695524	401	1	56569
chr19	16723724	16724124	401	1	56570
chr19	16740311	16740561	251	1	56571
chr19	16940064	16940364	301	1	56572
chr19	17000414	17000887	474	1	56573
chr19	17102808	17103058	251	1	56574
chr19	17186166	17186247	82	1	56575
chr19	17246375	17246575	201	1	56576
chr19	17354714	17354964	251	1	56577
chr19	17419964	17420314	351	1	56578
chr19	17530466	17530616	151	1	56579
chr19	17530634	17530834	201	1	56580
chr19	17581224	17581474	251	1	56581
chr19	17586427	17586777	351	1	56582
chr19	17666314	17666614	301	1	56583
chr19	17858325	17858575	251	1	56584
chr19	17899241	17899505	265	1	56585
chr19	18026814	18027164	351	1	56586
chr19	18131125	18131525	401	1	56587
chr19	18168914	18169314	401	1	56588
chr19	18384211	18384411	201	1	56589
chr19	18386511	18386711	201	1	56590
chr19	18389916	18390166	251	1	56591
chr19	18403585	18403589	5	1	56592
chr19	18403793	18403943	151	1	56593
chr19	18415925	18416175	251	1	56594
chr19	18430418	18430818	401	1	56595
chr19	18439484	18439734	251	1	56596
chr19	18451274	18451424	151	1	56597
chr19	18460524	18460774	251	1	56598
chr19	18484334	18484534	201	1	56599
chr19	18494126	18494326	201	1	56600
chr19	18500687	18500937	251	1	56601
chr19	18502961	18503207	247	1	56602
chr19	18503343	18503543	201	1	56603
chr19	18511564	18511764	201	1	56604
chr19	18527364	18527714	351	1	56605
chr19	18561716	18561838	123	1	56606
chr19	18570693	18570993	301	1	56607
chr19	18598618	18598918	301	1	56608
chr19	18617893	18618093	201	1	56609
chr19	18632603	18632803	201	1	56610
chr19	18668384	18668784	401	1	56611
chr19	18699694	18699894	201	1	56612
chr19	18747281	18747431	151	1	56613
chr19	18749064	18749314	251	1	56614
chr19	18768525	18768925	401	1	56615
chr19	19104164	19104514	351	1	56616
chr19	19135014	19135214	201	1	56617
chr19	19135577	19135777	201	1	56618
chr19	19143493	19143643	151	1	56619
chr19	19172327	19172727	401	1	56620
chr19	19268777	19268977	201	1	56621
chr19	19313887	19314223	337	1	56622
chr19	19475893	19476193	301	1	56623
chr19	19483664	19484214	551	1	56624
chr19	19496343	19496543	201	1	56625
chr19	19575314	19575514	201	1	56626
chr19	19706168	19706468	301	1	56627
chr19	19738343	19738543	201	1	56628
chr19	19738827	19739027	201	1	56629
chr19	19774134	19774234	101	1	56630
chr19	20011814	20012014	201	1	56631
chr19	20012174	20012324	151	1	56632
chr19	20012596	20012746	151	1	56633
chr19	20162843	20163143	301	1	56634
chr19	20188793	20188943	151	1	56635
chr19	20391425	20391625	201	1	56636
chr19	20470737	20470937	201	1	56637
chr19	20470944	20471277	334	1	56638
chr19	20478724	20479074	351	1	56639
chr19	20606415	20606665	251	1	56640
chr19	20686368	20686718	351	1	56641
chr19	20773677	20773977	301	1	56642
chr19	20844243	20844343	101	1	56643
chr19	20898343	20898543	201	1	56644
chr19	21113443	21113793	351	1	56645
chr19	21213174	21213624	451	1	56646
chr19	21325674	21325974	301	1	56647
chr19	21657643	21657893	251	1	56648
chr19	21751816	21752116	301	1	56649
chr19	21787074	21787374	301	1	56650
chr19	24184024	24184235	212	1	56651
chr19	24216324	24216574	251	1	56652
chr19	27740184	27740384	201	1	56653
chr19	27906196	27906327	132	1	56654
chr19	28272999	28273249	251	1	56655
chr19	28392893	28393243	351	1	56656
chr19	28423449	28423749	301	1	56657
chr19	28463324	28463774	451	1	56658
chr19	28732034	28732334	301	1	56659
chr19	29379257	29379439	183	1	56660
chr19	30153625	30153875	251	1	56661
chr19	30335314	30335614	301	1	56662
chr19	30336124	30336424	301	1	56663
chr19	30455624	30455924	301	1	56664
chr19	30462624	30462874	251	1	56665
chr19	31210474	31210774	301	1	56666
chr19	31386827	31387177	351	1	56667
chr19	31618275	31618625	351	1	56668
chr19	31755418	31755818	401	1	56669
chr19	32070329	32070629	301	1	56670
chr19	32164727	32164977	251	1	56671
chr19	32207694	32208044	351	1	56672
chr19	32856211	32856511	301	1	56673
chr19	32878674	32879024	351	1	56674
chr19	32969774	32970074	301	1	56675
chr19	33067324	33067624	301	1	56676
chr19	33185264	33185614	351	1	56677
chr19	33461024	33461324	301	1	56678
chr19	33479043	33479293	251	1	56679
chr19	33479574	33479974	401	1	56680
chr19	33494474	33494774	301	1	56681
chr19	33514824	33515074	251	1	56682
chr19	33518031	33518431	401	1	56683
chr19	33524414	33524714	301	1	56684
chr19	33529861	33530011	151	1	56685
chr19	33530858	33531058	201	1	56686
chr19	33531111	33531511	401	1	56687
chr19	33551164	33551364	201	1	56688
chr19	33552824	33553024	201	1	56689
chr19	33553802	33554031	230	1	56690
chr19	33554627	33554777	151	1	56691
chr19	33572164	33572314	151	1	56692
chr19	33821376	33821626	251	1	56693
chr19	33864764	33865114	351	1	56694
chr19	33982458	33982808	351	1	56695
chr19	34012318	34012768	451	1	56696
chr19	34286509	34286809	301	1	56697
chr19	34481299	34481499	201	1	56698
chr19	34518818	34519068	251	1	56699
chr19	34525537	34525887	351	1	56700
chr19	34727437	34727687	251	1	56701
chr19	34773518	34773868	351	1	56702
chr19	34894993	34895143	151	1	56703
chr19	34929074	34929374	301	1	56704
chr19	35224868	35225018	151	1	56705
chr19	35366274	35366524	251	1	56706
chr19	35417154	35417404	251	1	56707
chr19	35417864	35418164	301	1	56708
chr19	35534684	35534884	201	1	56709
chr19	35535243	35535443	201	1	56710
chr19	35559324	35559624	301	1	56711
chr19	35606766	35607116	351	1	56712
chr19	35632464	35632664	201	1	56713
chr19	35738949	35738999	51	1	56714
chr19	35757364	35757714	351	1	56715
chr19	35886868	35887268	401	1	56716
chr19	35911374	35911574	201	1	56717
chr19	35970084	35970384	301	1	56718
chr19	36134374	36134724	351	1	56719
chr19	36138943	36139293	351	1	56720
chr19	36209447	36209629	183	1	56721
chr19	36231411	36231661	251	1	56722
chr19	36231724	36232074	351	1	56723
chr19	36236061	36236261	201	1	56724
chr19	36246484	36246684	201	1	56725
chr19	36422464	36422764	301	1	56726
chr19	36561274	36561624	351	1	56727
chr19	36605084	36605134	51	1	56728
chr19	36619064	36619314	251	1	56729
chr19	36630716	36631066	351	1	56730
chr19	36869824	36870074	251	1	56731
chr19	37288414	37288714	301	1	56732
chr19	37329043	37329243	201	1	56733
chr19	37341564	37341927	364	1	56734
chr19	37498393	37498693	301	1	56735
chr19	37811893	37812093	201	1	56736
chr19	37861975	37862275	301	1	56737
chr19	37960164	37960464	301	1	56738
chr19	38085214	38085664	451	1	56739
chr19	38432615	38432865	251	1	56740
chr19	38468624	38468924	301	1	56741
chr19	38471914	38472114	201	1	56742
chr19	38495143	38495293	151	1	56743
chr19	38570653	38571003	351	1	56744
chr19	38756574	38756874	301	1	56745
chr19	38757234	38757584	351	1	56746
chr19	38826738	38826996	259	1	56747
chr19	38893575	38893725	151	1	56748
chr19	38893881	38894081	201	1	56749
chr19	39109668	39109818	151	1	56750
chr19	39109963	39110163	201	1	56751
chr19	39158574	39158924	351	1	56752
chr19	39191414	39191664	251	1	56753
chr19	39322064	39322264	201	1	56754
chr19	39325964	39326064	101	1	56755
chr19	39326099	39326299	201	1	56756
chr19	39328961	39329111	151	1	56757
chr19	39348214	39348564	351	1	56758
chr19	39389714	39389864	151	1	56759
chr19	39390143	39390293	151	1	56760
chr19	39465611	39465861	251	1	56761
chr19	39524209	39524509	301	1	56762
chr19	39616276	39616576	301	1	56763
chr19	39822893	39823293	401	1	56764
chr19	39902411	39902511	101	1	56765
chr19	39918993	39919293	301	1	56766
chr19	39923074	39923224	151	1	56767
chr19	40030666	40030816	151	1	56768
chr19	40315143	40315393	251	1	56769
chr19	40315424	40315774	351	1	56770
chr19	40477114	40477314	201	1	56771
chr19	40502464	40502864	401	1	56772
chr19	40536474	40536824	351	1	56773
chr19	40697134	40697384	251	1	56774
chr19	40772093	40772293	201	1	56775
chr19	40791027	40791227	201	1	56776
chr19	40898924	40899174	251	1	56777
chr19	40909864	40910114	251	1	56778
chr19	40939093	40939343	251	1	56779
chr19	40951734	40952034	301	1	56780
chr19	40959444	40959694	251	1	56781
chr19	41103177	41103327	151	1	56782
chr19	41111318	41111568	251	1	56783
chr19	41116193	41116343	151	1	56784
chr19	41146924	41147324	401	1	56785
chr19	41324477	41324727	251	1	56786
chr19	41368843	41369093	251	1	56787
chr19	41372508	41372858	351	1	56788
chr19	41731964	41732264	301	1	56789
chr19	41771764	41772164	401	1	56790
chr19	41816087	41816337	251	1	56791
chr19	41868324	41868574	251	1	56792
chr19	41938231	41938688	458	1	56793
chr19	41962464	41962814	351	1	56794
chr19	42069914	42070264	351	1	56795
chr19	42278508	42278758	251	1	56796
chr19	42303368	42303618	251	1	56797
chr19	42603843	42604093	251	1	56798
chr19	42605468	42605818	351	1	56799
chr19	42758063	42758263	201	1	56800
chr19	42775474	42775602	129	1	56801
chr19	42784364	42784564	201	1	56802
chr19	42905977	42906227	251	1	56803
chr19	42971566	42971966	401	1	56804
chr19	42976587	42976787	201	1	56805
chr19	43895293	43895643	351	1	56806
chr19	43960370	43960513	144	1	56807
chr19	43993524	43993824	301	1	56808
chr19	44021974	44022374	401	1	56809
chr19	44037368	44037568	201	1	56810
chr19	44172875	44173175	301	1	56811
chr19	44258654	44258804	151	1	56812
chr19	44506914	44507264	351	1	56813
chr19	44598464	44598814	351	1	56814
chr19	44764064	44764414	351	1	56815
chr19	45007799	45008049	251	1	56816
chr19	45063049	45063249	201	1	56817
chr19	45126364	45126564	201	1	56818
chr19	45147224	45147474	251	1	56819
chr19	45192484	45192784	301	1	56820
chr19	45280843	45281293	451	1	56821
chr19	45287993	45288143	151	1	56822
chr19	45348624	45348724	101	1	56823
chr19	45381964	45382258	295	1	56824
chr19	45595162	45595362	201	1	56825
chr19	45595811	45595961	151	1	56826
chr19	45657577	45657977	401	1	56827
chr19	45715164	45715564	401	1	56828
chr19	45726029	45726279	251	1	56829
chr19	45975765	45976015	251	1	56830
chr19	45976066	45976262	197	1	56831
chr19	45980011	45980111	101	1	56832
chr19	45999934	46000134	201	1	56833
chr19	46031934	46032208	275	1	56834
chr19	46080384	46080634	251	1	56835
chr19	46087749	46087849	101	1	56836
chr19	46087877	46088027	151	1	56837
chr19	46145364	46145464	101	1	56838
chr19	46146334	46146584	251	1	56839
chr19	46195014	46195414	401	1	56840
chr19	46213725	46214075	351	1	56841
chr19	46271466	46271516	51	1	56842
chr19	46390574	46390724	151	1	56843
chr19	46534043	46534443	401	1	56844
chr19	46792318	46792868	551	1	56845
chr19	46945199	46945399	201	1	56846
chr19	47120714	47121064	351	1	56847
chr19	47164134	47164384	251	1	56848
chr19	47219743	47219993	251	1	56849
chr19	47224287	47224687	401	1	56850
chr19	47240626	47240876	251	1	56851
chr19	47249324	47249674	351	1	56852
chr19	47343724	47343924	201	1	56853
chr19	47359464	47359714	251	1	56854
chr19	47359743	47359893	151	1	56855
chr19	47367043	47367543	501	1	56856
chr19	47368024	47368474	451	1	56857
chr19	47405537	47405887	351	1	56858
chr19	47438624	47438924	301	1	56859
chr19	47484587	47484837	251	1	56860
chr19	47538974	47539124	151	1	56861
chr19	47551484	47551684	201	1	56862
chr19	47582727	47582927	201	1	56863
chr19	47595527	47595877	351	1	56864
chr19	47610964	47611264	301	1	56865
chr19	47615614	47615814	201	1	56866
chr19	47616475	47616725	251	1	56867
chr19	47744614	47744864	251	1	56868
chr19	47776493	47776993	501	1	56869
chr19	47777794	47777994	201	1	56870
chr19	47808564	47808964	401	1	56871
chr19	47852564	47852914	351	1	56872
chr19	48010143	48010343	201	1	56873
chr19	48010614	48010764	151	1	56874
chr19	48015994	48016194	201	1	56875
chr19	48111566	48111866	301	1	56876
chr19	48113224	48113624	401	1	56877
chr19	48113653	48113853	201	1	56878
chr19	48610624	48611024	401	1	56879
chr19	48625177	48625527	351	1	56880
chr19	48673293	48673543	251	1	56881
chr19	48706934	48707234	301	1	56882
chr19	48758924	48759174	251	1	56883
chr19	48763294	48763594	301	1	56884
chr19	48764677	48764927	251	1	56885
chr19	48833814	48834114	301	1	56886
chr19	48866543	48866893	351	1	56887
chr19	48971564	48971864	301	1	56888
chr19	48972141	48972399	259	1	56889
chr19	48972399	48972649	251	1	56890
chr19	48996424	48996524	101	1	56891
chr19	49004975	49005225	251	1	56892
chr19	49005693	49005893	201	1	56893
chr19	49077914	49078364	451	1	56894
chr19	49085518	49085868	351	1	56895
chr19	49087466	49087816	351	1	56896
chr19	49120727	49121027	301	1	56897
chr19	49138537	49138737	201	1	56898
chr19	49144593	49144893	301	1	56899
chr19	49164234	49164434	201	1	56900
chr19	49328534	49328784	251	1	56901
chr19	49375993	49376243	251	1	56902
chr19	49376343	49376643	301	1	56903
chr19	49403414	49403814	401	1	56904
chr19	49454277	49454627	351	1	56905
chr19	49455074	49455324	251	1	56906
chr19	49482282	49482566	285	1	56907
chr19	49631064	49631314	251	1	56908
chr19	49652393	49652593	201	1	56909
chr19	49668408	49668708	301	1	56910
chr19	49711724	49711974	251	1	56911
chr19	49713464	49713814	351	1	56912
chr19	49993264	49993514	251	1	56913
chr19	50030893	50031243	351	1	56914
chr19	50093674	50093874	201	1	56915
chr19	50094524	50094674	151	1	56916
chr19	50094916	50095166	251	1	56917
chr19	50096864	50097164	301	1	56918
chr19	50141364	50141714	351	1	56919
chr19	50269234	50269584	351	1	56920
chr19	50270264	50270564	301	1	56921
chr19	50320481	50320881	401	1	56922
chr19	50372625	50372875	251	1	56923
chr19	50431893	50432143	251	1	56924
chr19	50453587	50453887	301	1	56925
chr19	50651243	50651493	251	1	56926
chr19	50718675	50718875	201	1	56927
chr19	50836643	50836743	101	1	56928
chr19	50837264	50837414	151	1	56929
chr19	50861043	50861293	251	1	56930
chr19	50872624	50872774	151	1	56931
chr19	50886864	50886964	101	1	56932
chr19	50887546	50887761	216	1	56933
chr19	50935024	50935524	501	1	56934
chr19	51161365	51161815	451	1	56935
chr19	51227764	51228014	251	1	56936
chr19	51297593	51297693	101	1	56937
chr19	51359577	51359727	151	1	56938
chr19	51361327	51361427	101	1	56939
chr19	51363225	51363475	251	1	56940
chr19	51364527	51364677	151	1	56941
chr19	51365559	51365659	101	1	56942
chr19	51367209	51367459	251	1	56943
chr19	51367643	51367943	301	1	56944
chr19	51368974	51369224	251	1	56945
chr19	51377974	51378224	251	1	56946
chr19	51380593	51380793	201	1	56947
chr19	51381454	51381554	101	1	56948
chr19	51383361	51383461	101	1	56949
chr19	51385443	51385793	351	1	56950
chr19	51386711	51387041	331	1	56951
chr19	51389827	51390127	301	1	56952
chr19	51394410	51394610	201	1	56953
chr19	51408534	51408634	101	1	56954
chr19	51429424	51429774	351	1	56955
chr19	51528424	51528674	251	1	56956
chr19	51595477	51595577	101	1	56957
chr19	51596916	51597029	114	1	56958
chr19	51843364	51843714	351	1	56959
chr19	51871143	51871443	301	1	56960
chr19	51897364	51897514	151	1	56961
chr19	52195214	52195414	201	1	56962
chr19	52401993	52402243	251	1	56963
chr19	52404743	52405093	351	1	56964
chr19	52407812	52408112	301	1	56965
chr19	52408146	52408296	151	1	56966
chr19	52432749	52433049	301	1	56967
chr19	52465881	52466031	151	1	56968
chr19	52467909	52468286	378	1	56969
chr19	52480527	52480827	301	1	56970
chr19	52485430	52485580	151	1	56971
chr19	52489754	52489954	201	1	56972
