"gene"	"chr"	"start"	"end"	"size"	"ARtal"	"enhid"
"TEX19"	"17"	80452629	80452829	201	1	55748
"OGFOD3"	"17"	80452629	80452829	201	1	55748
"HEXDC"	"17"	80452629	80452829	201	1	55748
"NARF"	"17"	80452629	80452829	201	1	55748
"CSNK1D"	"17"	80452629	80452829	201	1	55748
"LINC01970"	"17"	80452629	80452829	201	1	55748
"FOXK2"	"17"	80455550	80455700	151	1	55749
"SECTM1"	"17"	80455550	80455700	151	1	55749
"TEX19"	"17"	80455550	80455700	151	1	55749
"OGFOD3"	"17"	80455550	80455700	151	1	55749
"HEXDC"	"17"	80455550	80455700	151	1	55749
"NARF"	"17"	80455550	80455700	151	1	55749
"CSNK1D"	"17"	80455550	80455700	151	1	55749
"LINC01970"	"17"	80455550	80455700	151	1	55749
"TBCD"	"17"	80544859	80545209	351	1	55751
"LINC01970"	"17"	80544859	80545209	351	1	55751
"TEX19"	"17"	80544859	80545209	351	1	55751
"WDR45B"	"17"	80544859	80545209	351	1	55751
"LOC101929552"	"17"	80544859	80545209	351	1	55751
"FN3KRP"	"17"	80544859	80545209	351	1	55751
"FOXK2"	"17"	80544859	80545209	351	1	55751
"WDR45B"	"17"	80550252	80550502	251	1	55752
"LOC101929552"	"17"	80550252	80550502	251	1	55752
"FN3KRP"	"17"	80550252	80550502	251	1	55752
"LINC01970"	"17"	80550252	80550502	251	1	55752
"TEX19"	"17"	80550252	80550502	251	1	55752
"FOXK2"	"17"	80550252	80550502	251	1	55752
"WDR45B"	"17"	80571337	80571687	351	1	55754
"WDR45B"	"17"	80572437	80572787	351	1	55755
"RAB40B"	"17"	80642272	80642472	201	1	55756
"FN3K"	"17"	80642272	80642472	201	1	55756
"SIRT7"	"17"	80642272	80642472	201	1	55756
"MAFG"	"17"	80642272	80642472	201	1	55756
"MAFG-AS1"	"17"	80642272	80642472	201	1	55756
"LINC01970"	"17"	80642272	80642472	201	1	55756
"WDR45B"	"17"	80642272	80642472	201	1	55756
"LOC101929552"	"17"	80642272	80642472	201	1	55756
"FN3KRP"	"17"	80642272	80642472	201	1	55756
"TEX19"	"17"	80739697	80739883	187	1	55758
"TEX19"	"17"	80739922	80740172	251	1	55759
"ZNF750"	"17"	80834128	80834328	201	1	55761
"B3GNTL1"	"17"	80834128	80834328	201	1	55761
"LINC01970"	"17"	80834128	80834328	201	1	55761
"TBCD"	"17"	80834128	80834328	201	1	55761
"ZNF750"	"17"	80834373	80834573	201	1	55762
"B3GNTL1"	"17"	80834373	80834573	201	1	55762
"LINC01970"	"17"	80834373	80834573	201	1	55762
"TBCD"	"17"	80834373	80834573	201	1	55762
"B3GNTL1"	"17"	80840009	80840209	201	1	55763
"LINC01970"	"17"	80840009	80840209	201	1	55763
"TBCD"	"17"	80840009	80840209	201	1	55763
"ZNF750"	"17"	80850759	80851059	301	1	55764
"THOC1"	"18"	183594	183994	401	1	55770
"ENOSF1"	"18"	183594	183994	401	1	55770
"YES1"	"18"	183594	183994	401	1	55770
"ROCK1P1"	"18"	183594	183994	401	1	55770
"MIR8078"	"18"	183594	183994	401	1	55770
"USP14"	"18"	183594	183994	401	1	55770
"ROCK1P1"	"18"	356837	357187	351	1	55771
"MIR8078"	"18"	356837	357187	351	1	55771
"ROCK1P1"	"18"	357335	357685	351	1	55772
"MIR8078"	"18"	357335	357685	351	1	55772
"CETN1"	"18"	441390	441690	301	1	55774
"COLEC12"	"18"	441390	441690	301	1	55774
"CLUL1"	"18"	441390	441690	301	1	55774
"ROCK1P1"	"18"	441390	441690	301	1	55774
"MIR8078"	"18"	441390	441690	301	1	55774
"USP14"	"18"	441390	441690	301	1	55774
"THOC1"	"18"	441390	441690	301	1	55774
"TYMSOS"	"18"	824390	824590	201	1	55780
"TYMS"	"18"	824390	824590	201	1	55780
"YES1"	"18"	824390	824590	201	1	55780
"ENOSF1"	"18"	824390	824590	201	1	55780
"MYL12A"	"18"	2826985	2827285	301	1	55788
"MYL12B"	"18"	2826985	2827285	301	1	55788
"LOC104968399"	"18"	2826985	2827285	301	1	55788
"MYOM1"	"18"	3037320	3037720	401	1	55789
"MYL12A"	"18"	3037320	3037720	401	1	55789
"MYL12B"	"18"	3037320	3037720	401	1	55789
"LOC104968399"	"18"	3037320	3037720	401	1	55789
"LPIN2"	"18"	3037320	3037720	401	1	55789
"MYL12A"	"18"	3119835	3120235	401	1	55791
"MYL12B"	"18"	3119835	3120235	401	1	55791
"LOC104968399"	"18"	3119835	3120235	401	1	55791
"LPIN2"	"18"	3119835	3120235	401	1	55791
"DLGAP1-AS1"	"18"	3397140	3397440	301	1	55793
"DLGAP1-AS2"	"18"	3397140	3397440	301	1	55793
"SMCHD1"	"18"	3397140	3397440	301	1	55793
"CBX3P2"	"18"	3397140	3397440	301	1	55793
"MYL12A"	"18"	3397140	3397440	301	1	55793
"MYL12B"	"18"	3397140	3397440	301	1	55793
"LOC104968399"	"18"	3397140	3397440	301	1	55793
"METTL4"	"18"	3452910	3453060	151	1	55794
"NDC80"	"18"	3452910	3453060	151	1	55794
"SMCHD1"	"18"	3452910	3453060	151	1	55794
"CBX3P2"	"18"	3452910	3453060	151	1	55794
"DLGAP1-AS1"	"18"	3452910	3453060	151	1	55794
"DLGAP1-AS2"	"18"	3452910	3453060	151	1	55794
"DLGAP1-AS3"	"18"	3452910	3453060	151	1	55794
"MYL12A"	"18"	3452910	3453060	151	1	55794
"MYL12B"	"18"	3452910	3453060	151	1	55794
"LOC104968399"	"18"	3452910	3453060	151	1	55794
"DLGAP1-AS1"	"18"	3530590	3530940	351	1	55795
"MYL12B"	"18"	3530590	3530940	351	1	55795
"LOC104968399"	"18"	3530590	3530940	351	1	55795
"DLGAP1-AS1"	"18"	3538645	3538945	301	1	55796
"MYL12B"	"18"	3538645	3538945	301	1	55796
"LOC104968399"	"18"	3538645	3538945	301	1	55796
"MYL12A"	"18"	3726590	3726890	301	1	55799
"MYL12B"	"18"	3726590	3726890	301	1	55799
"LOC104968399"	"18"	3726590	3726890	301	1	55799
"DLGAP1-AS1"	"18"	3726590	3726890	301	1	55799
"DLGAP1-AS2"	"18"	3726590	3726890	301	1	55799
"LINC01387"	"18"	6775174	6775354	181	1	55812
"LOC101927168"	"18"	6775174	6775354	181	1	55812
"LINC01387"	"18"	6776868	6777118	251	1	55813
"LOC101927168"	"18"	6776868	6777118	251	1	55813
"LOC101927188"	"18"	6938790	6939090	301	1	55814
"PTPRM"	"18"	7756870	7757070	201	1	55825
"GACAT2"	"18"	8730190	8730590	401	1	55835
"GACAT2"	"18"	8990585	8990935	351	1	55836
"TWSG1"	"18"	9222894	9223094	201	1	55839
"RALBP1"	"18"	9222894	9223094	201	1	55839
"ANKRD12"	"18"	9222894	9223094	201	1	55839
"NDUFV2-AS1"	"18"	9222894	9223094	201	1	55839
"ANKRD12"	"18"	9262972	9263359	388	1	55840
"NDUFV2-AS1"	"18"	9262972	9263359	388	1	55840
"TWSG1"	"18"	9262972	9263359	388	1	55840
"TWSG1"	"18"	9276070	9276370	301	1	55841
"ANKRD12"	"18"	9276070	9276370	301	1	55841
"NDUFV2-AS1"	"18"	9276070	9276370	301	1	55841
"RALBP1"	"18"	9285835	9286185	351	1	55842
"ANKRD12"	"18"	9366260	9366610	351	1	55843
"NDUFV2-AS1"	"18"	9366260	9366610	351	1	55843
"RALBP1"	"18"	9366260	9366610	351	1	55843
"TWSG1"	"18"	9366260	9366610	351	1	55843
"NDUFV2"	"18"	9488644	9488994	351	1	55844
"ANKRD12"	"18"	9488644	9488994	351	1	55844
"NDUFV2-AS1"	"18"	9488644	9488994	351	1	55844
"RALBP1"	"18"	9488644	9488994	351	1	55844
"NDUFV2"	"18"	9496068	9496268	201	1	55845
"ANKRD12"	"18"	9496068	9496268	201	1	55845
"NDUFV2-AS1"	"18"	9496068	9496268	201	1	55845
"RALBP1"	"18"	9496068	9496268	201	1	55845
"NAPG"	"18"	10538018	10538318	301	1	55859
"SPIRE1"	"18"	12607190	12607240	51	1	55870
"PSMG2"	"18"	12607190	12607240	51	1	55870
"AFG3L2"	"18"	12607190	12607240	51	1	55870
"PRELID3A"	"18"	12607190	12607240	51	1	55870
"SPIRE1"	"18"	12608320	12608620	301	1	55871
"PSMG2"	"18"	12608320	12608620	301	1	55871
"AFG3L2"	"18"	12608320	12608620	301	1	55871
"PRELID3A"	"18"	12608320	12608620	301	1	55871
"PTPN2"	"18"	12810770	12811070	301	1	55872
"SEH1L"	"18"	12810770	12811070	301	1	55872
"AFG3L2"	"18"	12810770	12811070	301	1	55872
"PTPN2"	"18"	12849520	12849870	351	1	55873
"ROCK1"	"18"	18633344	18633694	351	1	55889
"SNRPD1"	"18"	18768008	18768258	251	1	55891
"ROCK1"	"18"	18768008	18768258	251	1	55891
"ESCO1"	"18"	18768008	18768258	251	1	55891
"CABLES1"	"18"	19357785	19358085	301	1	55898
"ESCO1"	"18"	19357785	19358085	301	1	55898
"MIB1"	"18"	19357785	19358085	301	1	55898
"GATA6-AS1"	"18"	19627585	19627935	351	1	55904
"GATA6"	"18"	19627585	19627935	351	1	55904
"CABLES1"	"18"	20735490	20735790	301	1	55917
"ANKRD29"	"18"	21207620	21207820	201	1	55919
"LAMA3"	"18"	21207620	21207820	201	1	55919
"NPC1"	"18"	21207620	21207820	201	1	55919
"NPC1"	"18"	21290870	21291170	301	1	55921
"ANKRD29"	"18"	21290870	21291170	301	1	55921
"LAMA3"	"18"	21290870	21291170	301	1	55921
"NPC1"	"18"	21432318	21432568	251	1	55923
"LAMA3"	"18"	21432318	21432568	251	1	55923
"TTC39C-AS1"	"18"	21605337	21605687	351	1	55927
"LAMA3"	"18"	21624918	21625068	151	1	55928
"TTC39C"	"18"	21624918	21625068	151	1	55928
"TTC39C-AS1"	"18"	21624918	21625068	151	1	55928
"IMPACT"	"18"	22027068	22027418	351	1	55932
"DSG2"	"18"	28568968	28569218	251	1	55956
"DSC3"	"18"	28568968	28569218	251	1	55956
"DSCAS"	"18"	28591435	28591735	301	1	55957
"DSC2"	"18"	28591435	28591735	301	1	55957
"DSG2"	"18"	28591435	28591735	301	1	55957
"DSC3"	"18"	28591435	28591735	301	1	55957
"DSCAS"	"18"	29073952	29074237	286	1	55961
"DSC2"	"18"	29073952	29074237	286	1	55961
"GAREM1"	"18"	29954070	29954220	151	1	55970
"RNF138"	"18"	29954070	29954220	151	1	55970
"ZNF24"	"18"	32492058	32492408	351	1	55981
"SLC39A6"	"18"	33688744	33688844	101	1	55992
"ELP2"	"18"	33688744	33688844	101	1	55992
"MOCOS"	"18"	33688744	33688844	101	1	55992
"LOC101927809"	"18"	33688744	33688844	101	1	55992
"SLC39A6"	"18"	33692737	33692937	201	1	55993
"ELP2"	"18"	33692737	33692937	201	1	55993
"MOCOS"	"18"	33692737	33692937	201	1	55993
"LOC101927809"	"18"	33692737	33692937	201	1	55993
"MOCOS"	"18"	33834294	33834644	351	1	55994
"LOC101927809"	"18"	33834294	33834644	351	1	55994
"SLC39A6"	"18"	33920240	33920590	351	1	55995
"ELP2"	"18"	33920240	33920590	351	1	55995
"KC6"	"18"	38742260	38742710	451	1	56010
"LINC00907"	"18"	39840449	39840799	351	1	56017
"SETBP1"	"18"	41369694	41370044	351	1	56022
"SETBP1"	"18"	42275635	42275885	251	1	56025
"SETBP1"	"18"	42318985	42319385	401	1	56026
"SETBP1"	"18"	42341935	42342235	301	1	56027
"CTIF"	"18"	46072504	46072804	301	1	56053
"SMAD7"	"18"	46626685	46627035	351	1	56059
"SMAD7"	"18"	46707594	46707894	301	1	56061
"MIR4320"	"18"	47626385	47626735	351	1	56068
"MBD1"	"18"	47626385	47626735	351	1	56068
"CXXC1"	"18"	47626385	47626735	351	1	56068
"C18orf32"	"18"	47626385	47626735	351	1	56068
"RPL17-C18orf32"	"18"	47626385	47626735	351	1	56068
"MIR1539"	"18"	47626385	47626735	351	1	56068
"RPL17"	"18"	47626385	47626735	351	1	56068
"SNORD58C"	"18"	47626385	47626735	351	1	56068
"SNORD58A"	"18"	47626385	47626735	351	1	56068
"SNORD58B"	"18"	47626385	47626735	351	1	56068
"POLI"	"18"	51722535	51722885	351	1	56090
"MBD2"	"18"	51731422	51731672	251	1	56091
"SNORA37"	"18"	51731422	51731672	251	1	56091
"POLI"	"18"	51731422	51731672	251	1	56091
"MBD2"	"18"	51732390	51732690	301	1	56092
"SNORA37"	"18"	51732390	51732690	301	1	56092
"POLI"	"18"	51732390	51732690	301	1	56092
"POLI"	"18"	51780850	51780950	101	1	56093
"MBD2"	"18"	51780850	51780950	101	1	56093
"SNORA37"	"18"	51780850	51780950	101	1	56093
"POLI"	"18"	51787020	51787370	351	1	56094
"MBD2"	"18"	51787020	51787370	351	1	56094
"SNORA37"	"18"	51787020	51787370	351	1	56094
"POLI"	"18"	51833608	51833958	351	1	56096
"RAB27B"	"18"	52439368	52439568	201	1	56100
"LOC100505549"	"18"	55333268	55333568	301	1	56112
"NARS"	"18"	55379622	55380072	451	1	56114
"ATP8B1"	"18"	55379622	55380072	451	1	56114
"ATP8B1"	"18"	55409099	55409349	251	1	56115
"NARS"	"18"	55409099	55409349	251	1	56115
"ATP8B1"	"18"	55438987	55439187	201	1	56116
"FECH"	"18"	55438987	55439187	201	1	56116
"NARS"	"18"	55438987	55439187	201	1	56116
"LOC100505549"	"18"	55438987	55439187	201	1	56116
"NARS"	"18"	55447694	55447994	301	1	56117
"NEDD4L"	"18"	55762958	55763358	401	1	56121
"NEDD4L"	"18"	55803235	55803435	201	1	56122
"NEDD4L"	"18"	55803920	55804320	401	1	56123
"NEDD4L"	"18"	55807260	55807660	401	1	56124
"NEDD4L"	"18"	55807789	55808139	351	1	56125
"NEDD4L"	"18"	55814485	55814635	151	1	56126
"FECH"	"18"	55814485	55814635	151	1	56126
"NARS"	"18"	55814485	55814635	151	1	56126
"FECH"	"18"	55818135	55818335	201	1	56127
"NARS"	"18"	55818135	55818335	201	1	56127
"NEDD4L"	"18"	55818135	55818335	201	1	56127
"FECH"	"18"	55820910	55821110	201	1	56128
"NARS"	"18"	55820910	55821110	201	1	56128
"NEDD4L"	"18"	55820910	55821110	201	1	56128
"FECH"	"18"	55821885	55822085	201	1	56129
"NARS"	"18"	55821885	55822085	201	1	56129
"NEDD4L"	"18"	55821885	55822085	201	1	56129
"FECH"	"18"	55824072	55824372	301	1	56130
"NARS"	"18"	55824072	55824372	301	1	56130
"NEDD4L"	"18"	55824072	55824372	301	1	56130
"FECH"	"18"	55824649	55824949	301	1	56131
"NARS"	"18"	55824649	55824949	301	1	56131
"NEDD4L"	"18"	55824649	55824949	301	1	56131
"FECH"	"18"	55824985	55825085	101	1	56132
"NARS"	"18"	55824985	55825085	101	1	56132
"NEDD4L"	"18"	55824985	55825085	101	1	56132
"NEDD4L"	"18"	55826287	55826387	101	1	56133
"NEDD4L"	"18"	55829258	55829458	201	1	56134
"NEDD4L"	"18"	55847608	55847808	201	1	56139
"NEDD4L"	"18"	55848244	55848444	201	1	56140
"NEDD4L"	"18"	55871644	55871844	201	1	56141
"MALT1"	"18"	55871644	55871844	201	1	56141
"LOC101927322"	"18"	55871644	55871844	201	1	56141
"FECH"	"18"	55871644	55871844	201	1	56141
"NEDD4L"	"18"	55871885	55872135	251	1	56142
"MALT1"	"18"	55871885	55872135	251	1	56142
"LOC101927322"	"18"	55871885	55872135	251	1	56142
"FECH"	"18"	55871885	55872135	251	1	56142
"NEDD4L"	"18"	55890194	55890394	201	1	56143
"MALT1"	"18"	55897387	55897587	201	1	56144
"LOC101927322"	"18"	55897387	55897587	201	1	56144
"FECH"	"18"	55897387	55897587	201	1	56144
"NARS"	"18"	55897387	55897587	201	1	56144
"ATP8B1"	"18"	55897387	55897587	201	1	56144
"NEDD4L"	"18"	55897387	55897587	201	1	56144
"MALT1"	"18"	55908737	55908937	201	1	56145
"LOC101927322"	"18"	55908737	55908937	201	1	56145
"FECH"	"18"	55908737	55908937	201	1	56145
"NARS"	"18"	55908737	55908937	201	1	56145
"ATP8B1"	"18"	55908737	55908937	201	1	56145
"NEDD4L"	"18"	55908737	55908937	201	1	56145
"FECH"	"18"	55947044	55947294	251	1	56149
"NARS"	"18"	55947044	55947294	251	1	56149
"NEDD4L"	"18"	55947044	55947294	251	1	56149
"FECH"	"18"	55948635	55948835	201	1	56150
"NARS"	"18"	55948635	55948835	201	1	56150
"NEDD4L"	"18"	55948635	55948835	201	1	56150
"FECH"	"18"	55957344	55957744	401	1	56151
"NARS"	"18"	55957344	55957744	401	1	56151
"NEDD4L"	"18"	55957344	55957744	401	1	56151
"NEDD4L"	"18"	56068699	56068899	201	1	56156
"MALT1"	"18"	56231694	56232044	351	1	56157
"LOC101927322"	"18"	56231694	56232044	351	1	56157
"MALT1"	"18"	56234685	56234885	201	1	56158
"LOC101927322"	"18"	56234685	56234885	201	1	56158
"MALT1"	"18"	56355044	56355294	251	1	56159
"LOC101927322"	"18"	56355044	56355294	251	1	56159
"LMAN1"	"18"	56404837	56405037	201	1	56160
"LMAN1"	"18"	56406894	56407344	451	1	56161
"LMAN1"	"18"	56437018	56437268	251	1	56162
"MALT1"	"18"	56437018	56437268	251	1	56162
"LOC101927322"	"18"	56437018	56437268	251	1	56162
"MALT1"	"18"	56440718	56441018	301	1	56163
"LOC101927322"	"18"	56440718	56441018	301	1	56163
"MALT1"	"18"	56443608	56443758	151	1	56164
"LOC101927322"	"18"	56443608	56443758	151	1	56164
"OACYLP"	"18"	56459154	56459304	151	1	56165
"SEC11C"	"18"	56459154	56459304	151	1	56165
"LMAN1"	"18"	56459154	56459304	151	1	56165
"ZNF532"	"18"	56459154	56459304	151	1	56165
"ZNF532"	"18"	56636894	56637194	301	1	56170
"ZNF532"	"18"	56642622	56642872	251	1	56171
"SEC11C"	"18"	56730604	56730754	151	1	56173
"LMAN1"	"18"	56730604	56730754	151	1	56173
"PMAIP1"	"18"	56730604	56730754	151	1	56173
"NARS"	"18"	56730604	56730754	151	1	56173
"ZNF532"	"18"	56730604	56730754	151	1	56173
"SEC11C"	"18"	56761485	56761785	301	1	56174
"PMAIP1"	"18"	57571418	57571718	301	1	56179
"PMAIP1"	"18"	57624464	57624564	101	1	56180
"PMAIP1"	"18"	57650746	57651096	351	1	56181
"RNF152"	"18"	59264099	59264349	251	1	56187
"PHLPP1"	"18"	59893732	59894082	351	1	56189
"PIGN"	"18"	59893732	59894082	351	1	56189
"KIAA1468"	"18"	59893732	59894082	351	1	56189
"ZCCHC2"	"18"	60087940	60088090	151	1	56190
"PHLPP1"	"18"	60087940	60088090	151	1	56190
"PIGN"	"18"	60087940	60088090	151	1	56190
"KIAA1468"	"18"	60087940	60088090	151	1	56190
"ZCCHC2"	"18"	60150418	60150718	301	1	56191
"ZCCHC2"	"18"	60153670	60153870	201	1	56192
"PHLPP1"	"18"	60330670	60331120	451	1	56195
"PHLPP1"	"18"	60435694	60435894	201	1	56196
"ZCCHC2"	"18"	60541695	60541995	301	1	56199
"PHLPP1"	"18"	60541695	60541995	301	1	56199
"BCL2"	"18"	60845394	60845794	401	1	56200
"SERPINB5"	"18"	61127750	61128000	251	1	56205
"LOC643542"	"18"	64932918	64933168	251	1	56224
"DSEL"	"18"	64932918	64933168	251	1	56224
"CYB5A"	"18"	70357896	70358246	351	1	56248
"MIR548AV"	"18"	70487418	70487668	251	1	56249
"NETO1"	"18"	70701358	70701658	301	1	56250
"LOC100505797"	"18"	70701358	70701658	301	1	56250
"LOC100505817"	"18"	71516108	71516358	251	1	56257
"CYB5A"	"18"	71884770	71885070	301	1	56259
"CNDP2"	"18"	71884770	71885070	301	1	56259
"CNDP2"	"18"	72170018	72170268	251	1	56263
"CNDP1"	"18"	72214420	72214570	151	1	56264
"ZADH2"	"18"	73187394	73187744	351	1	56271
"TSHZ1"	"18"	73187394	73187744	351	1	56271
"ZNF236"	"18"	74555035	74555435	401	1	56281
"LOC100131655"	"18"	74555035	74555435	401	1	56281
"MBP"	"18"	74555035	74555435	401	1	56281
"MBP"	"18"	74670835	74671185	351	1	56282
"MBP"	"18"	74783644	74784094	451	1	56283
"PARD6G-AS1"	"18"	77876449	77876749	301	1	56307
"ADNP2"	"18"	77876449	77876749	301	1	56307
"MED16"	"19"	869564	870014	451	1	56318
"RNU6-9"	"19"	869564	870014	451	1	56318
"KISS1R"	"19"	869564	870014	451	1	56318
"R3HDM4"	"19"	869564	870014	451	1	56318
"CFD"	"19"	869564	870014	451	1	56318
"MED16"	"19"	879735	879820	86	1	56319
"RNU6-9"	"19"	879735	879820	86	1	56319
"KISS1R"	"19"	879735	879820	86	1	56319
"R3HDM4"	"19"	879735	879820	86	1	56319
"CFD"	"19"	879735	879820	86	1	56319
"POLR2E"	"19"	1076993	1077243	251	1	56325
"GPX4"	"19"	1076993	1077243	251	1	56325
"SBNO2"	"19"	1076993	1077243	251	1	56325
"SBNO2"	"19"	1105126	1105426	301	1	56326
"STK11"	"19"	1105126	1105426	301	1	56326
"CBARP"	"19"	1105126	1105426	301	1	56326
"ATP5D"	"19"	1105126	1105426	301	1	56326
"MIDN"	"19"	1105126	1105426	301	1	56326
"CIRBP-AS1"	"19"	1105126	1105426	301	1	56326
"CIRBP"	"19"	1105126	1105426	301	1	56326
"C19orf24"	"19"	1105126	1105426	301	1	56326
"ABCA7"	"19"	1105126	1105426	301	1	56326
"STK11"	"19"	1180524	1180874	351	1	56330
"CBARP"	"19"	1180524	1180874	351	1	56330
"ATP5D"	"19"	1180524	1180874	351	1	56330
"MIDN"	"19"	1180524	1180874	351	1	56330
"CIRBP-AS1"	"19"	1180524	1180874	351	1	56330
"CIRBP"	"19"	1180524	1180874	351	1	56330
"C19orf24"	"19"	1180524	1180874	351	1	56330
"GAMT"	"19"	1180524	1180874	351	1	56330
"DAZAP1"	"19"	1180524	1180874	351	1	56330
"TMEM259"	"19"	1180524	1180874	351	1	56330
"RNU6-2"	"19"	1180524	1180874	351	1	56330
"CNN2"	"19"	1180524	1180874	351	1	56330
"ABCA7"	"19"	1180524	1180874	351	1	56330
"POLR2E"	"19"	1180524	1180874	351	1	56330
"GPX4"	"19"	1180524	1180874	351	1	56330
"SBNO2"	"19"	1180524	1180874	351	1	56330
"BSG"	"19"	1180524	1180874	351	1	56330
"PTBP1"	"19"	1180524	1180874	351	1	56330
"MIR4745"	"19"	1180524	1180874	351	1	56330
"KISS1R"	"19"	1180524	1180874	351	1	56330
"R3HDM4"	"19"	1180524	1180874	351	1	56330
"ARID3A"	"19"	1180524	1180874	351	1	56330
"GRIN3B"	"19"	1180524	1180874	351	1	56330
"POLR2E"	"19"	1204824	1205024	201	1	56331
"GPX4"	"19"	1204824	1205024	201	1	56331
"GAMT"	"19"	1212468	1212768	301	1	56332
"DAZAP1"	"19"	1212468	1212768	301	1	56332
"STK11"	"19"	1212468	1212768	301	1	56332
"WDR18"	"19"	1212468	1212768	301	1	56332
"ADAT3"	"19"	1871268	1871618	351	1	56352
"SCAMP4"	"19"	1871268	1871618	351	1	56352
"CSNK1G2"	"19"	1871268	1871618	351	1	56352
"IZUMO4"	"19"	1871268	1871618	351	1	56352
"MOB3A"	"19"	1871268	1871618	351	1	56352
"AP3D1"	"19"	1871268	1871618	351	1	56352
"GAMT"	"19"	1871268	1871618	351	1	56352
"DAZAP1"	"19"	1871268	1871618	351	1	56352
"RPS15"	"19"	1871268	1871618	351	1	56352
"TCF3"	"19"	1871268	1871618	351	1	56352
"ATP8B3"	"19"	1871268	1871618	351	1	56352
"MIR1909"	"19"	1871268	1871618	351	1	56352
"KLF16"	"19"	1871268	1871618	351	1	56352
"ABHD17A"	"19"	1871268	1871618	351	1	56352
"OAZ1"	"19"	1871268	1871618	351	1	56352
"C19orf25"	"19"	1871268	1871618	351	1	56352
"PCSK4"	"19"	1871268	1871618	351	1	56352
"REEP6"	"19"	1871268	1871618	351	1	56352
"ABHD17A"	"19"	1884964	1885314	351	1	56353
"OAZ1"	"19"	1884964	1885314	351	1	56353
"C19orf25"	"19"	1884964	1885314	351	1	56353
"PCSK4"	"19"	1884964	1885314	351	1	56353
"REEP6"	"19"	1884964	1885314	351	1	56353
"BTBD2"	"19"	2007168	2007518	351	1	56356
"IZUMO4"	"19"	2007168	2007518	351	1	56356
"MOB3A"	"19"	2007168	2007518	351	1	56356
"PLEKHJ1"	"19"	2007168	2007518	351	1	56356
"MIR1227"	"19"	2007168	2007518	351	1	56356
"MIR6789"	"19"	2007168	2007518	351	1	56356
"SF3A2"	"19"	2007168	2007518	351	1	56356
"ADAT3"	"19"	2007168	2007518	351	1	56356
"SCAMP4"	"19"	2007168	2007518	351	1	56356
"CSNK1G2"	"19"	2007168	2007518	351	1	56356
"MKNK2"	"19"	2044114	2044364	251	1	56357
"KLF16"	"19"	2044114	2044364	251	1	56357
"BTBD2"	"19"	2044114	2044364	251	1	56357
"MKNK2"	"19"	2045524	2045724	201	1	56358
"KLF16"	"19"	2045524	2045724	201	1	56358
"BTBD2"	"19"	2045524	2045724	201	1	56358
"MKNK2"	"19"	2048148	2048359	212	1	56359
"KLF16"	"19"	2048148	2048359	212	1	56359
"BTBD2"	"19"	2048148	2048359	212	1	56359
"IZUMO4"	"19"	2056377	2056627	251	1	56360
"MOB3A"	"19"	2056377	2056627	251	1	56360
"AP3D1"	"19"	2056377	2056627	251	1	56360
"DOT1L"	"19"	2056377	2056627	251	1	56360
"PLEKHJ1"	"19"	2056377	2056627	251	1	56360
"MIR1227"	"19"	2056377	2056627	251	1	56360
"MIR6789"	"19"	2056377	2056627	251	1	56360
"SF3A2"	"19"	2056377	2056627	251	1	56360
"OAZ1"	"19"	2056377	2056627	251	1	56360
"LINGO3"	"19"	2056377	2056627	251	1	56360
"LSM7"	"19"	2056377	2056627	251	1	56360
"SPPL2B"	"19"	2056377	2056627	251	1	56360
"TMPRSS9"	"19"	2056377	2056627	251	1	56360
"TIMM13"	"19"	2056377	2056627	251	1	56360
"MIR7108"	"19"	2056377	2056627	251	1	56360
"LMNB2"	"19"	2056377	2056627	251	1	56360
"LINC01775"	"19"	2056377	2056627	251	1	56360
"SGTA"	"19"	2056377	2056627	251	1	56360
"THOP1"	"19"	2056377	2056627	251	1	56360
"ZNF57"	"19"	2056377	2056627	251	1	56360
"SBNO2"	"19"	2056377	2056627	251	1	56360
"CBARP"	"19"	2056377	2056627	251	1	56360
"ATP5D"	"19"	2056377	2056627	251	1	56360
"MIDN"	"19"	2056377	2056627	251	1	56360
"CIRBP-AS1"	"19"	2056377	2056627	251	1	56360
"CIRBP"	"19"	2056377	2056627	251	1	56360
"NDUFS7"	"19"	2056377	2056627	251	1	56360
"GAMT"	"19"	2056377	2056627	251	1	56360
"DAZAP1"	"19"	2056377	2056627	251	1	56360
"C19orf25"	"19"	2056377	2056627	251	1	56360
"PCSK4"	"19"	2056377	2056627	251	1	56360
"REEP6"	"19"	2056377	2056627	251	1	56360
"TCF3"	"19"	2056377	2056627	251	1	56360
"ATP8B3"	"19"	2056377	2056627	251	1	56360
"MIR1909"	"19"	2056377	2056627	251	1	56360
"KLF16"	"19"	2056377	2056627	251	1	56360
"ABHD17A"	"19"	2056377	2056627	251	1	56360
"ADAT3"	"19"	2056377	2056627	251	1	56360
"SCAMP4"	"19"	2056377	2056627	251	1	56360
"CSNK1G2"	"19"	2056377	2056627	251	1	56360
"CSNK1G2-AS1"	"19"	2056377	2056627	251	1	56360
"BTBD2"	"19"	2056377	2056627	251	1	56360
"MKNK2"	"19"	2056377	2056627	251	1	56360
"BSG"	"19"	2056377	2056627	251	1	56360
"GADD45B"	"19"	2491009	2491159	151	1	56366
"TIMM13"	"19"	2491009	2491159	151	1	56366
"MIR7108"	"19"	2491009	2491159	151	1	56366
"GADD45B"	"19"	2499074	2499474	401	1	56367
"TIMM13"	"19"	2499074	2499474	401	1	56367
